Dept_Name,Expense_Class,Object_Expenditure,Approp_Type,2024_Actual,2025_Program,2026_GAA,Page_No
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,16177,20291,21967,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,6970,7536,8020,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Advertising Expenses,None,5598,8265,7699,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Printing and Publication Expenses,None,27500,30919,31260,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Representation Expenses,None,22697,26995,29329,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Transportation and Delivery Expenses,None,19,59,59,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Rent/Lease Expenses,None,11706,13008,48654,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Membership Dues and Contributions to Organizations,None,0,15,0,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Subscription Expenses,None,389149,951544,1053079,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Bank Transaction Fee,None,21,12,17,15
Department of Budget and Management (DBM),Maintenance and Other Operating Services,Other Maintenance and Operating Expenses,None,13765,23727,22255,15
Department of Budget and Management (DBM),Capital Outlays,Land Improvements Outlay,None,4951,2487,10000,16
Department of Budget and Management (DBM),Capital Outlays,Infrastructure Outlay,None,0,27594,14530,16
Department of Budget and Management (DBM),Capital Outlays,Buildings and Other Structures,None,41615,59846,72199,16
Department of Budget and Management (DBM),Capital Outlays,Machinery and Equipment Outlay,None,134042,67506,79722,16
Department of Budget and Management (DBM),Capital Outlays,Transportation Equipment Outlay,None,9764,22795,19978,16
Department of Budget and Management (DBM),Capital Outlays,Furniture Fixtures and Books Outlay,None,5805,19625,2296,16
Department of Budget and Management (DBM),Capital Outlays,Other Property Plant and Equipment Outlay,None,1343,500,0,16
Department of Budget and Management (DBM),Capital Outlays,Intangible Assets Outlay,None,0,8000,820,16
Department of Education (DepEd),Salaries and other Lump-sums,Basic Salary,None,396116740,375719686,449883059,16
Department of Education (DepEd),Salaries and other Lump-sums,Creation of New Positions,None,0,3810065,15393163,16
Department of Education (DepEd),Salaries and other Lump-sums,Reclassification of Positions,None,0,6183433,6148433,16
Department of Education (DepEd),Other Compensation Common to All,Personnel Economic Relief Allowance,None,23544933,23614560,24442548,16
Department of Education (DepEd),Other Compensation Common to All,Representation Allowance,None,101209,90708,93930,16
Department of Education (DepEd),Other Compensation Common to All,Transportation Allowance,None,84511,88014,91140,16
Department of Education (DepEd),Other Compensation Common to All,Clothing and Uniform Allowance,None,6624937,6887587,7129087,16
Department of Education (DepEd),Other Compensation Common to All,Honoraria,None,107086,484602,1740657,16
Department of Education (DepEd),Other Compensation Common to All,Overtime Pay,None,130371,0,1000000,16
Department of Education (DepEd),Other Compensation Common to All,Year End Bonus,None,32426780,31309908,37490240,16
Department of Education (DepEd),Other Compensation Common to All,Mid-Year Bonus Civilian,None,31867097,31309908,37490240,16
Department of Education (DepEd),Other Compensation Common to All,Cash Gift,None,4828216,4919705,5092205,16
Department of Education (DepEd),Other Compensation Common to All,Productivity Enhancement Incentive,None,4664486,4919705,5092205,16
Department of Education (DepEd),Other Compensation for Specific Groups,Magna Carta for Public Health Workers,None,615718,627347,710787,17
Department of Education (DepEd),Other Compensation for Specific Groups,Magna Carta for Science & Technology Personnel,None,0,36,0,17
Department of Education (DepEd),Other Compensation for Specific Groups,Night Shift Differential Pay,None,48,0,0,17
Department of Education (DepEd),Other Compensation for Specific Groups,Special Hardship Allowance,None,4424452,4073528,4815225,17
Department of Education (DepEd),Other Compensation for Specific Groups,Lump-sum for filling of Positions Civilian,None,0,28109950,29735540,17
Department of Education (DepEd),Other Compensation for Specific Groups,Other Personnel Benefits,None,26021491,954810,983559,17
Department of Education (DepEd),Other Compensation for Specific Groups,Anniversary Bonus Civilian,None,1071,168,1536,17
Department of Education (DepEd),Other Compensation for Specific Groups,Special Counsel Allowance,None,75,0,0,17
Department of Education (DepEd),Other Benefits,Retirement and Life Insurance Premiums,None,47512215,45086533,53986051,17
Department of Education (DepEd),Other Benefits,PAG-IBIG Contributions,None,2023954,2361432,2444249,17
Department of Education (DepEd),Other Benefits,PhilHealth Contributions,None,9682035,9390375,11241683,17
Department of Education (DepEd),Other Benefits,Employees Compensation Insurance Premiums,None,1215588,1180643,1222191,17
Department of Education (DepEd),Other Benefits,Terminal Leave,None,2653474,585765,611334,17
Department of Education (DepEd),Other Benefits,Loyalty Award Civilian,None,784895,876740,1021975,17
Department of Education (DepEd),Maintenance and Other Operating Services,Travelling Expenses,None,3309617,3476322,4775450,17
Department of Education (DepEd),Maintenance and Other Operating Services,Training and Scholarship Expenses,None,10846409,10451632,13023154,17
Department of Education (DepEd),Maintenance and Other Operating Services,Supplies and Materials Expenses,None,64858402,59723082,82770801,17
Department of Education (DepEd),Maintenance and Other Operating Services,Utility Expenses,None,5139156,5988546,6716068,17
Department of Education (DepEd),Maintenance and Other Operating Services,Communication Expenses,None,2350434,3525160,3712442,18
Department of Education (DepEd),Maintenance and Other Operating Services,Awards/Rewards and Prizes,None,68697,49307,68059,18
Department of Education (DepEd),Maintenance and Other Operating Services,Survey Research Exploration and Development Expenses,None,52629,88360,118157,18
Department of Education (DepEd),Maintenance and Other Operating Services,Demolition/Relocation and Desilting/Dredging Expenses,None,964,0,0,18
Department of Education (DepEd),Maintenance and Other Operating Services,Professional Services,None,1278867,1977265,4774734,18
Department of Education (DepEd),Maintenance and Other Operating Services,General Services,None,4262963,2115789,2843021,18
Department of Education (DepEd),Maintenance and Other Operating Services,Repairs and Maintenance,None,4065873,4260253,5234778,18
Department of Education (DepEd),Maintenance and Other Operating Services,Financial Assistance/Subsidy,None,33655134,61497492,79263199,18
Department of Education (DepEd),Maintenance and Other Operating Services,Taxes Insurance Premiums and Other Fees,None,379547,467872,536205,18
Department of Education (DepEd),Maintenance and Other Operating Services,Labor and Wages,None,275205,401593,475583,18
Department of Education (DepEd),Maintenance and Other Operating Services,Extraordinary and Miscellaneous Expenses,None,9505,9183,11868,18
Department of Education (DepEd),Maintenance and Other Operating Services,Advertising Expenses,None,10791,6131,11532,18
Department of Education (DepEd),Maintenance and Other Operating Services,Printing and Publication Expenses,None,2263274,487242,529144,18
Department of Education (DepEd),Maintenance and Other Operating Services,Representation Expenses,None,414572,194214,247875,18
Department of Education (DepEd),Maintenance and Other Operating Services,Transportation and Delivery Expenses,None,601887,129698,138695,18
Department of Education (DepEd),Maintenance and Other Operating Services,Rent/Lease Expenses,None,227969,148185,1232489,18
Department of Education (DepEd),Maintenance and Other Operating Services,Membership Dues and Contributions to Organizations,None,10807,729,845,18
Department of Education (DepEd),Maintenance and Other Operating Services,Subscription Expenses,None,2810110,650212,2137917,18
Department of Education (DepEd),Maintenance and Other Operating Services,Bank Transaction Fee,None,1753,1391,1318,18
Department of Education (DepEd),Maintenance and Other Operating Services,Other Maintenance and Operating Expenses,None,381078,2092916,661973,18
Department of Education (DepEd),Capital Outlays,Land Outlay,None,78129,65000,65000,18
Department of Education (DepEd),Capital Outlays,Infrastructure Outlay,None,18205,0,0,18
Department of Education (DepEd),Capital Outlays,Buildings and Other Structures,None,9715519,34414009,97726495,18
Department of Education (DepEd),Capital Outlays,Machinery and Equipment Outlay,None,437898,287206,1497086,18
Department of Education (DepEd),Capital Outlays,Transportation Equipment Outlay,None,170221,16700,406308,18
Department of Education (DepEd),Capital Outlays,Furniture Fixtures and Books Outlay,None,1135,0,0,18
Department of Education (DepEd),Capital Outlays,Other Property Plant and Equipment Outlay,None,1206,0,0,18
State Universities and Colleges (SUCs),Salaries and other Lump-sums,Basic Salary,None,43683676,42243175,51381307,19
State Universities and Colleges (SUCs),Other Compensation Common to All,Personnel Economic Relief Allowance,None,1809438,1784808,1927728,19
State Universities and Colleges (SUCs),Other Compensation Common to All,Representation Allowance,None,172589,48042,48792,19
State Universities and Colleges (SUCs),Other Compensation Common to All,Transportation Allowance,None,168591,46272,46758,19
State Universities and Colleges (SUCs),Other Compensation Common to All,Clothing and Uniform Allowance,None,506318,521675,563332,19
State Universities and Colleges (SUCs),Other Compensation Common to All,Honoraria,None,1408580,934771,925153,19
State Universities and Colleges (SUCs),Other Compensation Common to All,Overtime Pay,None,140248,0,0,19
State Universities and Colleges (SUCs),Other Compensation Common to All,Year End Bonus,None,3547161,3520281,4281781,19
State Universities and Colleges (SUCs),Other Compensation Common to All,Mid-Year Bonus Civilian,None,3378829,3520281,4281780,19
State Universities and Colleges (SUCs),Other Compensation Common to All,Cash Gift,None,381513,372625,402380,19
State Universities and Colleges (SUCs),Other Compensation Common to All,Productivity Enhancement Incentive,None,385104,372625,402380,19
State Universities and Colleges (SUCs),Other Compensation Common to All,Per Diems,None,2508,0,1786,19
State Universities and Colleges (SUCs),Other Compensation Common to All,Step Increment,None,0,107195,128461,19
State Universities and Colleges (SUCs),Other Compensation Common to All,Performance Based Bonus,None,744033,0,0,19
State Universities and Colleges (SUCs),Other Compensation Common to All,Collective Negotiation Agreement,None,1677419,0,0,19
